"from","to","rho","p","q","edge_sign"
"ASV_252","ASV_257",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_90","ASV_258",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_252","ASV_261",0.678280102733066,0.000100977333874486,0.00687431802304738,"Positive"
"ASV_151","ASV_264",0.647631263232609,0.00026027201018497,0.0117680586499403,"Positive"
"ASV_155","ASV_264",0.61604347707738,0.000623527500865251,0.0275568447600179,"Positive"
"ASV_252","ASV_264",0.829777471872807,8.71652050538074e-08,1.15771811706161e-05,"Positive"
"ASV_252","ASV_267",0.600019200921649,0.000938331035804207,0.035870838792321,"Positive"
"ASV_145","ASV_268",0.613114740088222,0.000672987454316765,0.029614876679404,"Positive"
"ASV_8","ASV_270",0.763296784215341,3.64471975866643e-06,0.000458945768754608,"Positive"
"ASV_150","ASV_271",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_157","ASV_271",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_247","ASV_271",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_137","ASV_272",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_211","ASV_272",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_148","ASV_273",0.604433706013495,0.000840217870862192,0.035870838792321,"Positive"
"ASV_8","ASV_274",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_65","ASV_274",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_75","ASV_274",1,0,0,"Positive"
"ASV_110","ASV_274",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_127","ASV_274",1,0,0,"Positive"
"ASV_137","ASV_274",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_159","ASV_274",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
