"ASV","KS_LFC","KS_p","KS_padj","SD_LFC","SD_p","SD_padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","Category"
"ASV_610",NA,NA,NA,0.892144535433375,0.704929745967146,0.877430201450871,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__","s__","Other"
"ASV_624",NA,NA,NA,-5.64154643471365,0.00883830012124858,0.0383234488863976,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Piniphoma","s__wesendahlina","Other"
"ASV_625",NA,NA,NA,-4.10579132574105,0.0348172429550917,0.10708326467002,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Laetisaria","s__lichenicola","Other"
"ASV_628",NA,NA,NA,1.50006531599802,0.392706391944066,0.681235906950435,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Tricladium","s__angustum","Other"
"ASV_630",NA,NA,NA,-0.20896833497191,0.877102071207231,0.958650817497159,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__","Other"
"ASV_633",NA,NA,NA,-2.64811480363758,0.0353828758782153,0.107572076664229,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__","f__","g__","s__","Other"
"ASV_634",NA,NA,NA,-1.35350132100705,0.533885716922395,0.763312281762019,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Mucoharknessia","s__cortaderiae","Other"
"ASV_640",NA,NA,NA,-0.793939309856723,0.710398380972418,0.882097064579718,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__","f__","g__","s__","Other"
"ASV_641",NA,NA,NA,-2.08186735059796,0.484327362474938,0.736274640592274,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_644",NA,NA,NA,-1.64435947977149,0.318858795573349,0.596029338721914,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Teichosporaceae","g__Teichospora","s__viticola","Other"
"ASV_646",NA,NA,NA,0.0261640592947561,0.992988112120088,0.994868771423345,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__","f__","g__","s__","Other"
"ASV_647",NA,NA,NA,-5.44342517823745,0.000121241883561694,0.0010402894700141,"k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__","g__","s__","Other"
"ASV_651",NA,NA,NA,-0.446998281353538,0.880767728289269,0.960672429412419,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_655",NA,NA,NA,2.83402409584303,0.171990178982774,0.385520358821556,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_667",NA,NA,NA,-3.05924867422591,0.30352650645853,0.575781032222287,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Bovista","s__","Other"
"ASV_674",NA,NA,NA,-2.55609126143258,0.390471934497189,0.681235906950435,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Setophoma","s__terrestris","Other"
"ASV_676",NA,NA,NA,1.55560859479641,0.519342216983129,0.752690500778288,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudocoleophoma","s__polygonicola","Other"
"ASV_685",NA,NA,NA,1.5466879275804,0.472174940019883,0.731259586540207,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__","s__","Other"
"ASV_686",NA,NA,NA,-4.3603320288323,0.00457077805090081,0.0225975849432386,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Cinereomyces","s__lindbladii","Other"
"ASV_688",NA,NA,NA,-0.108197454167812,0.966905141185889,0.979871302083018,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","Other"
"ASV_689",NA,NA,NA,0.23895435434399,0.892958642091999,0.967981806693991,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Crocicreas","s__cyathoideum","Other"
"ASV_698",NA,NA,NA,9.36575377487818,0.00170667487414397,0.00940448967106414,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Porocercospora","s__seminalis","Other"
"ASV_699",NA,NA,NA,9.40783277699139,0.00159057635242704,0.00895122223865856,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Panaeolus","s__papilionaceus","Other"
"ASV_703",NA,NA,NA,-1.5171406301548,0.489315938577651,0.73956609002165,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__proliferata","Other"
"ASV_709",NA,NA,NA,1.38364290813814,0.601951896806339,0.816493726693726,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__radiata","Other"
"ASV_712",NA,NA,NA,-0.00905452267898209,0.996547898145069,0.996547898145069,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__","s__","Other"
"ASV_715",NA,NA,NA,1.36046651527206,0.648633693852366,0.852189894189296,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__","g__","s__","Other"
"ASV_716",NA,NA,NA,-10.4099732833254,0.000486284970952492,0.00357284374491484,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__","g__Sistotrema","s__","Other"
"ASV_720",NA,NA,NA,-1.54258180547136,0.604200265312886,0.817447417776258,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Lentinus","s__arcularius","Other"
"ASV_721",NA,NA,NA,-3.2297427047705,0.24544923600692,0.486302044373261,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__","g__Trichaptum","s__abietinum","Other"
"ASV_722",NA,NA,NA,1.41773138777345,0.634315300205706,0.845221143095261,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__","Other"
"ASV_726",NA,NA,NA,-3.45485149949274,0.0749449192464115,0.198270403993013,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__","s__","Other"
"ASV_729",NA,NA,NA,1.00473400099867,0.56179009973087,0.783931881750746,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_731",NA,NA,NA,-7.68742405237591,0.0100602614000927,0.0432673030947077,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__","Other"
"ASV_736",NA,NA,NA,-2.01514426775844,0.498714046584321,0.741066659109848,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Ampelomyces","s__quisqualis","Other"
"ASV_737",NA,NA,NA,-3.00357256899203,0.24278082567971,0.48282352174649,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__","g__Trichaptum","s__","Other"
"ASV_738",NA,NA,NA,0.838673373273574,0.723514268653168,0.888025633683354,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae","g__","s__","Other"
"ASV_747",NA,NA,NA,0.698745716077917,0.814473683361298,0.945225393878095,"k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__","Other"
"ASV_748",NA,NA,NA,0.402330515253874,0.886986090869147,0.965464284094195,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_749",NA,NA,NA,-2.58156438944751,0.37339358962679,0.669347927204267,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Stereum","s__hirsutum","Other"
"ASV_751",NA,NA,NA,1.63733479064889,0.58309147070836,0.801922903259026,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__domesticum","Other"
"ASV_754",NA,NA,NA,-1.50380946958787,0.614113317606162,0.828739655647091,"k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__","g__","s__","Other"
"ASV_755",NA,NA,NA,-8.07833499801747,0.00679887499465665,0.0310052144152876,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_756",NA,NA,NA,-9.66793468871479,0.00118524219208262,0.00729061766990354,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae","g__Coniothyrium","s__crepinianum","Other"
"ASV_761",NA,NA,NA,-4.34608432674065,0.050361969794591,0.140960222335125,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__","Other"
"ASV_762",NA,NA,NA,0.868003061106129,0.770559821392916,0.915610932393678,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Sigarispora","s__coronillae","Other"
"ASV_764",NA,NA,NA,0.374210299425366,0.895304204616306,0.968539722376331,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Lectera","s__capsici","Other"
"ASV_768",NA,NA,NA,-1.93630766955998,0.436012491769005,0.70699725824326,"k__Fungi","p__Basidiomycota","c__","o__","f__","g__","s__","Other"
"ASV_774",NA,NA,NA,0.153272751422097,0.945058070156372,0.978009044388611,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__","g__","s__","Other"
"ASV_781",NA,NA,NA,0.623742968689912,0.823350397756333,0.948915817893465,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__cryptophialidica","Other"
"ASV_791",NA,NA,NA,1.00009393854289,0.736790975839953,0.894774795368618,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__","Other"
"ASV_796",NA,NA,NA,1.00283720106369,0.735927336762292,0.894774795368618,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__","s__","Other"
"ASV_800",NA,NA,NA,0.879750718877023,0.748445168352224,0.897794771107317,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__fristingensis","Other"
"ASV_802",NA,NA,NA,0.663061828008964,0.81657467864327,0.945225393878095,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Crocicreas","s__cyathoideum","Other"
"ASV_803",NA,NA,NA,2.8236963939875,0.303672793931981,0.575781032222287,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","Other"
"ASV_807",NA,NA,NA,-11.1682528603361,0.000183409383383742,0.0014700539971212,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Marchandiobasidium","s__","Other"
"ASV_809",NA,NA,NA,-3.43719039493273,0.228847846109579,0.46472952206458,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__","s__","Other"
"ASV_814",NA,NA,NA,-2.88334643210527,0.332530585048592,0.61292222819061,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Phellinus","s__gilvus","Other"
"ASV_815",NA,NA,NA,-4.21435946789976,0.0459253755360383,0.131405164062022,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Ophiobolopsis","s__italica","Other"
"ASV_820",NA,NA,NA,0.824193395218152,0.677983234428999,0.864224412079374,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Arrhenia","s__","Other"
"ASV_821",NA,NA,NA,1.93093040397096,0.398640069977283,0.685767550297104,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratorhiza","s__","Other"
"ASV_823",NA,NA,NA,1.87305713343396,0.5297025529485,0.760741551284083,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__macerans","Other"
"ASV_826",NA,NA,NA,-0.522287023294915,0.860825659068244,0.955132562047334,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_837",NA,NA,NA,0.64065309059338,0.829735786843554,0.950065435584935,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_838",NA,NA,NA,-0.281334763677489,0.924598673298256,0.973476943069463,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__","g__","s__","Other"
"ASV_840",NA,NA,NA,0.521129505394315,0.861306254517825,0.955132562047334,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__proliferata","Other"
"ASV_846",NA,NA,NA,0.865999712318332,0.771013766531798,0.915610932393678,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__","g__","s__","Other"
"ASV_850",NA,NA,NA,-5.23075051801237,0.0791956131348177,0.205365094844699,"k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__","g__Candida","s__parapsilosis","Other"
"ASV_852",NA,NA,NA,-2.12838942898134,0.475160078587,0.731259586540207,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae","g__Exidia","s__","Other"
"ASV_854",NA,NA,NA,-9.880592173683,0.000941351720140034,0.00630348177157061,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Leptosphaeria","s__maculans","Other"
"ASV_857",NA,NA,NA,2.80131294227025,0.346942753338256,0.632871436261853,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amniculicolaceae","g__Murispora","s__cicognanii","Other"
"ASV_858",NA,NA,NA,1.95562500920506,0.40598320494334,0.691627262630763,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__","g__","s__","Other"
"ASV_859",NA,NA,NA,-7.5704520116386,0.0111361480525591,0.0467541453952678,"k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Ustilago","s__nunavutica","Other"
"ASV_860",NA,NA,NA,-1.94884764327903,0.512417943873876,0.750182860438808,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__congregatus","Other"
"ASV_864",NA,NA,NA,2.11259992443033,0.477953612609678,0.732862206001507,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__nivea","Other"
"ASV_865",NA,NA,NA,-3.5074997627843,0.215657209188036,0.442180866901051,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Steccherinaceae","g__","s__","Other"
"ASV_866",NA,NA,NA,0.204865072302793,0.945162260223428,0.978009044388611,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__","Other"
"ASV_868",NA,NA,NA,-2.57088064464112,0.388032933322556,0.681235906950435,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__","s__","Other"
"ASV_869",NA,NA,NA,-7.88093927996874,0.008096940985576,0.0356940148447475,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Dichomitus","s__squalens","Other"
"ASV_870",NA,NA,NA,-2.28114479747299,0.443438252665054,0.70699725824326,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__","g__Resinicium","s__bicolor","Other"
"ASV_873",NA,NA,NA,-8.76976316009475,0.00333383759558977,0.0171223309521067,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Gymnopus","s__earleae","Other"
"ASV_874",NA,NA,NA,-1.59736847874957,0.591776928500269,0.811010350198555,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__brevisetulosus","Other"
"ASV_875",NA,NA,NA,1.55721573893702,0.51477576245612,0.750182860438808,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_876",NA,NA,NA,-1.64192649051283,0.530649588702886,0.760741551284083,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__","Other"
"ASV_880",NA,NA,NA,-2.86649052826963,0.255536441135023,0.500662138371952,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__","Other"
"ASV_881",NA,NA,NA,-5.84022041911454,0.0441470045568275,0.128317392365724,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__","Other"
"ASV_882",NA,NA,NA,1.81447491319051,0.542462036722344,0.765328320591708,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_888",NA,NA,NA,-1.56929834153069,0.59830760481985,0.815733822035311,"k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__globosa","Other"
"ASV_896",NA,NA,NA,5.42981476450592,0.0680655749573275,0.181851965416294,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Phomatosporales","f__Phomatosporaceae","g__Phomatospora","s__biseriata","Other"
"ASV_905",NA,NA,NA,0.0754357741666222,0.979817849605677,0.987283128459815,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_906",NA,NA,NA,-1.46358214495564,0.623814716588548,0.837558337754675,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__calospora","Other"
"ASV_911",NA,NA,NA,9.19201386426993,0.00206927437121758,0.0111615575840838,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__","g__","s__","Other"
"ASV_912",NA,NA,NA,9.82554084188467,0.000989259094997963,0.00645096435773743,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_913",NA,NA,NA,-0.486105091367441,0.858310854480864,0.955132562047334,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae","g__Coniothyrium","s__crepinianum","Other"
"ASV_923",NA,NA,NA,-4.37751708009326,0.0969521429955071,0.238547365788945,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__","g__","s__","Other"
"ASV_924",NA,NA,NA,-0.603129487763935,0.839685514266902,0.954291787146707,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__","s__","Other"
"ASV_925",NA,NA,NA,-2.94371240099789,0.322399906245419,0.600526585928966,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Lepista","s__sordida","Other"
"ASV_930",NA,NA,NA,0.981290507424597,0.741816703199533,0.897794771107317,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__obclavata","Other"
"ASV_934",NA,NA,NA,-0.156517792917675,0.955577494584787,0.979652121386342,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Dictyosporium","s__heptasporum","Other"
"ASV_939",NA,NA,NA,-1.44802657409746,0.627213415629917,0.839989612324622,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Waitea","s__circinata","Other"
"ASV_943",NA,NA,NA,-2.52923803537676,0.395808375912985,0.684256963588135,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__","Other"
"ASV_944",NA,NA,NA,7.11511617306398,0.0135567349689077,0.0539462970954815,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_951",NA,NA,NA,-3.24589409788067,0.226164905259386,0.461935269815503,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Lepista","s__sordida","Other"
"ASV_955",NA,NA,NA,-2.42693515802272,0.414875676098629,0.697103053129002,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__","Other"
"ASV_956",NA,NA,NA,-2.001592779332,0.50170558376195,0.741347077681764,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__","Other"
"ASV_961",NA,NA,NA,1.09677602920971,0.688501582717841,0.867184136327947,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__","g__","s__","Other"
"ASV_963",NA,NA,NA,-1.77466239888883,0.436266096682903,0.70699725824326,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Gyoerffyella","s__","Other"
"ASV_964",NA,NA,NA,7.65778474730397,0.0101511617402524,0.043306165811238,"k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__","Other"
"ASV_969",NA,NA,NA,1.96493746051225,0.509975511715317,0.750182860438808,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__","s__","Other"
"ASV_970",NA,NA,NA,3.30297575022207,0.184072592468206,0.405726672565337,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__","Other"
"ASV_979",NA,NA,NA,-6.27621968430671,0.0351928562917038,0.107572076664229,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Gymnopus","s__earleae","Other"
"ASV_985",NA,NA,NA,-0.599212160639574,0.840642670719028,0.954291787146707,"k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces","s__","Other"
"ASV_993",NA,NA,NA,-2.25293536466197,0.449523494400695,0.709844562799904,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__","g__Trichaptum","s__biforme","Other"
"ASV_995",NA,NA,NA,0.516657052566688,0.862291278414644,0.955132562047334,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__","f__","g__","s__","Other"
"ASV_996",NA,NA,NA,3.75555305084932,0.207107920592446,0.432966668688198,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_1000",NA,NA,NA,2.1923281381895,0.462255642252942,0.723471108733156,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_1002",NA,NA,NA,-7.41164659415073,0.0129946246963668,0.0524744768273132,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__","Other"
"ASV_1008",NA,NA,NA,5.56157207426538,0.040960420086813,0.120378123477356,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora","s__convolvuli","Other"
"ASV_1010",NA,NA,NA,-4.95606927521767,0.095809759204362,0.238547365788945,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Arrhenia","s__","Other"
"ASV_1011",NA,NA,NA,9.47452449142716,0.00151159474097335,0.00859821094596668,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Sigarispora","s__coronillae","Other"
"ASV_1013",NA,NA,NA,0.556237588010761,0.851836889251103,0.955132562047334,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__proliferata","Other"
"ASV_1014",NA,NA,NA,10.5821494052385,0.000385479244775678,0.00295250728510126,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_1017",NA,NA,NA,-2.54467632928125,0.392773065444012,0.681235906950435,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces","s__","Other"
"ASV_1018",NA,NA,NA,-2.58128675568995,0.386172862045312,0.681235906950435,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Waitea","s__circinata","Other"
"ASV_1028",NA,NA,NA,2.36647262539907,0.427797226698435,0.70699725824326,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__","s__","Other"
"ASV_1042",NA,NA,NA,-6.7628194114533,0.0230598401597743,0.0807857976458319,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Toxicocladosporium","s__strelitziae","Other"
"ASV_1046",NA,NA,NA,0.529177195818525,0.859419541799181,0.955132562047334,"k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__","Other"
"ASV_1051",NA,NA,NA,0.362467777186164,0.903325155085427,0.969297152028004,"k__Fungi","p__Basidiomycota","c__","o__","f__","g__","s__","Other"
"ASV_1056",NA,NA,NA,0.192438178514379,0.948615618762416,0.978009044388611,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__cirsii","Other"
"ASV_1058",NA,NA,NA,-2.1642162641314,0.467175546200378,0.726870188058824,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__","Other"
"ASV_1059",NA,NA,NA,-6.60728120502376,0.02670435733393,0.0877428883829129,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__","g__","s__","Other"
"ASV_1060",NA,NA,NA,0.738643570673,0.804273079754434,0.939206311677915,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Neocamarosporium","s__korfii","Other"
"ASV_1064",NA,NA,NA,-1.21658998122904,0.683404355596864,0.866956604582113,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__brunneofibrillosa","Other"
